N,P,K,temperature,humidity,ph,rainfall,label
91.54997050462768,34.97776833471802,40.15453066595941,23.047025949511863,79.72819670008244,7.623035353132552,200.0665953522226,Rice
38.457769099604256,139.24160444179122,200.65225139165904,42.02736997521274,80.92384498303507,5.315720756923093,68.10193366856706,Grapes
83.46872970264373,28.48444507659481,51.800331350320775,25.75706029927846,87.63998428146203,6.77860801916063,46.18237706512431,Watermelon
101.6334166010814,12.693837276105755,47.19058706718656,27.846700751113254,92.59980618768236,6.372449398440125,26.86132610184492,Muskmelon
102.9275916111493,15.84649278351354,48.82215683803839,23.65398858605973,82.25892223964445,6.347398333678319,52.265351859337656,Watermelon
38.7542750370072,59.88562052369172,21.10514688869129,34.16221829893127,63.53264315164884,7.104363826024914,64.78735072949321,Black Gram
2.1526221626694118,140.97794871465604,197.33522263501956,21.802819705535192,90.83192008635424,6.566111580092885,115.72464217807313,Apple
14.807745065885472,129.78564104181385,200.4974378665109,28.626624465572267,82.9780432320559,5.860678194644176,69.1128190298172,Grapes
24.57389988222748,61.5883824635572,17.405497620603178,22.872734597729057,65.3847406410312,6.3414961796454605,38.074850151303885,Lentil
58.539822250983626,60.58916515536885,84.31455037523033,19.19273658031434,17.766364493061594,7.656229611102112,94.14363203323629,Chickpea
26.958429541253995,9.535918811125947,33.1910720348181,27.75934673203825,98.07050476901398,6.168462622363271,154.0577100456178,Coconut
23.30850133970761,73.89263596584223,17.84268083732465,25.52378091683295,64.35225368791822,6.626496309135581,48.00350904411786,Lentil
37.86400184397631,61.24985832866814,20.024987905255266,30.799930397111424,66.85192786692497,5.104501216374617,127.21680526555946,Pigeonpeas
83.09385720455144,39.41865969916659,43.008386718034565,24.65661512315293,88.79123913719734,7.474069577605733,168.9585790151205,Jute
27.263426185364583,43.24489638480305,23.325479284414687,31.40168651157949,56.93193738649111,5.10214401687529,45.10880038177986,Mothbeans
82.20565827857583,59.51182950204184,36.623971177680346,25.501039589630636,80.16032837814348,6.427885534434876,200.10375498008992,Rice
47.93727992854357,57.76672634990331,53.89576435333641,28.57296875841244,89.74932028778684,6.32816505891211,127.1809826175733,Papaya
98.33661371086374,28.96304301042191,30.07033387358649,26.1732345607045,61.3415207945691,6.056863794715244,200.71680153834728,Coffee
97.24245929587693,22.07440811680208,50.164947974283486,25.494328924094063,85.88028424102362,6.760191057217003,58.989896111389776,Watermelon
66.63920376101841,53.99390035678852,21.540582501798227,24.95769481513962,60.44768412209501,5.53040683800171,72.25860468048455,Maize
68.6634143475924,51.38993755190524,21.53558307454021,21.91155484900165,72.13560980060085,7.304329609527037,107.15416119141976,Maize
26.18065211501716,55.09912745325099,21.19283315785038,22.52119857543117,60.99626121437698,6.899236636542715,52.44928042678027,Lentil
106.25926836267874,21.638610954195155,34.45687236459984,25.91769523146049,56.62850603056744,7.800184395817232,187.6048016141746,Coffee
66.7204074122215,50.778752721705615,23.93934302629393,22.82991972494063,61.392284834824906,5.974316210188505,64.67280253137187,Maize
33.766673284159054,6.404358620330281,29.92878862325893,27.264870148184396,97.60416543652644,4.865523041637571,172.03173101788423,Coconut
37.92005494128088,71.72286170215845,18.270637401866008,19.553509158891217,24.39401265629372,4.86096812963612,104.32304856124412,Kidneybeans
97.27378482961932,79.08331885191221,49.31721713671401,25.045889151227765,84.67795387271784,5.82694008105057,91.13373649824268,Banana
58.86945019411457,55.160902653247256,18.74633578702994,31.84497155818944,61.57325877343384,7.472479487963609,68.75226926181796,Black Gram
93.672384956696,38.3660312627881,17.88420385830629,23.314199320189037,57.352486096972136,6.118447041716289,102.49811285299496,Maize
29.387808846177958,21.924281604799408,39.37707663294009,23.737998464855018,90.1538621936494,6.306874864323983,108.05305812476033,Pomegranate
87.22676809202132,46.6666460495121,42.79521014395016,22.6017250350998,83.23382170251111,6.784947557490299,194.0053243783855,Rice
60.96938992758224,55.39908292428047,44.67973967187418,20.56006424642389,83.04465146906072,5.906177211275195,288.00515765013216,Rice
34.81736633224807,133.8454137054961,204.58996995816997,10.783792978596454,82.01220134483513,6.274548199982898,66.2700183101947,Grapes
71.21245060552249,55.81835574211256,36.6419314817625,24.01285958960334,85.42208576892875,7.083249215413333,176.51870661963633,Jute
43.781653794397286,75.8414200830122,21.97320178835403,27.5075820479758,67.38983539185539,8.527512415421034,68.3412402807134,Black Gram
13.809687286599395,58.26690299738832,21.912280780350653,24.56241259184202,67.51113425004071,7.755241252493874,46.430453225536574,Lentil
35.49358390476073,62.22780188471553,75.68730160291699,17.884328320734802,17.19766300261071,7.598435452540589,91.04292343114852,Chickpea
26.62612309447036,69.2803854569852,21.721294151949603,17.86968723512727,24.492263260155934,5.844964847625688,68.77137061793076,Kidneybeans
53.871087475999765,67.03438856135081,52.36003545518255,34.98131405654684,93.42734999344484,6.773152382581717,141.30573377301764,Papaya
100.16797788363552,48.24177324747796,16.424732210141592,26.428957646501217,67.1199484856508,6.042887308845522,74.73686243709359,Maize
12.432660763514347,60.96794480864307,24.006401298348354,18.82976032564578,69.83177578447122,7.112857718958714,50.048810192414365,Lentil
92.22054805731428,82.76851008204754,45.36855916091698,29.309180764032117,83.85867867842241,6.031168960600644,108.44154585724522,Banana
44.93754468260781,60.27174045300431,78.01295323684162,19.698471979643863,16.269928719299756,7.013745307512778,81.98359326103237,Chickpea
100.913742754822,33.665933598612234,33.65134795645888,26.778754010997947,62.25891438487664,5.871335984111697,143.18082535445672,Coffee
40.77397430553567,64.52891668932716,16.68121269724985,16.678913428632384,24.51764374064956,5.949254241338978,140.27251001269286,Kidneybeans
7.650412230284304,136.5837049990205,199.82608751699405,42.43999060561616,81.91639225988865,5.329823396816064,73.77819462181886,Grapes
0.4405696912825977,67.50264180511823,20.81162282053512,27.41015690695204,60.43130291456573,6.332451007484012,48.71967199236671,Lentil
34.359478438154866,37.51208583197889,18.796907232185987,25.624773802224876,62.95502348442911,8.571900862412862,32.718470165733024,Mothbeans
15.24412895039773,8.296712242270972,9.2465099475632,24.899106701611192,91.59946029838626,7.879764816853002,111.10702458921124,Orange
5.287050018559359,9.557499723579586,11.857235057846095,31.35488466992631,90.02789015984006,6.254075134193252,109.92157053802558,Orange
27.026093568165635,29.98559294624924,29.769933882417806,29.27999279329401,90.32585158121442,5.483892427966739,148.82070146627822,Coconut
34.72081435609173,66.55516267049266,47.73179612924918,31.90179203737997,91.35140069773352,6.904966181859127,49.071954746308286,Papaya
97.97861570868596,6.909168839219132,45.47909510769596,27.79439564932845,91.62277915746782,5.953909901373307,26.702001355182823,Muskmelon
25.227278599650496,76.1817315748332,17.636837211938335,32.17465996847323,67.96661045132862,7.282294092627032,62.325860748594366,Black Gram
2.2828765750167377,77.65488595405006,25.376613489447102,24.038672368929877,23.06148023368027,4.95266956352618,62.191580523082216,Kidneybeans
75.07871597459064,37.56077473566674,39.50317731380173,23.44408252878122,85.95743341475354,6.137176917905105,283.38941692027896,Rice
77.80472946107383,44.71987042801724,41.82633193027195,23.150352893706668,78.56170359306749,6.825612807920781,155.1100210080287,Jute
34.193853390420394,65.5172682386311,18.59383089988653,24.21769641807261,63.84606071228889,5.737899574640978,45.93837794161259,Lentil
105.28407470382705,23.83104465193093,50.3859679839356,28.88319130044276,94.1297865488031,7.15016792937648,23.21383554305505,Muskmelon
97.24054425891909,17.249512898036283,50.47409635081366,24.39513508987969,84.10942706845913,6.760382838169169,41.60439472570996,Watermelon
4.621856823112556,67.00118353172007,24.49206402691918,24.30222319397661,23.56663690406449,5.571103233134805,118.92139527913504,Kidneybeans
62.549145275180415,44.88514517243116,40.59603437826362,23.69519557520997,82.47681967385539,5.101536122453392,257.1998243289453,Rice
34.38924990829095,58.17078557916518,23.15249735486103,28.951858926194628,83.19394772529354,7.199882672855583,56.3317383354356,Mungbean
84.37324135153466,39.75965753698304,41.797465788206175,26.56038175728704,73.65132523037865,6.917495655337402,186.64272074244204,Jute
99.19611705935192,19.715949188888366,33.26065495776527,28.421798814620747,54.27945836650159,5.946337795841919,130.81403925429794,Coffee
38.33942839558339,131.5225051637241,197.70616904599876,20.96327232699401,81.15094185603988,6.13667682716,67.38879661561421,Grapes
5.595538082346748,68.4014668604573,19.79099509814229,19.08592219182839,31.986165380196528,5.831782929396333,156.10375757238728,Pigeonpeas
37.08225889297883,8.772014592820932,31.20198382265128,28.91617599152801,94.15516879325666,6.156578960344986,222.11905279243743,Coconut
44.08394200979264,62.36182889138618,14.560214454472517,25.814436492785067,64.26235374976962,7.017640671402499,63.184530830934605,Black Gram
30.10152819143158,63.99376586842698,19.261726429376928,32.866071827579965,61.59129269753487,6.609969297986341,67.7745711396883,Black Gram
105.52819041409272,88.41036237964644,54.50237408743984,26.41911738575721,84.84085731062054,6.337142632406717,114.48983380826049,Banana
16.55006484491645,29.946310446654643,26.61693046058349,28.839770549614357,90.7448066416958,6.017840058988439,205.5838844260589,Coconut
3.90116650202866,67.1499139772945,25.496460617196156,23.606649973003886,24.01043877829828,5.553429861700008,119.47035920522632,Kidneybeans
83.96965149232284,55.0629985143521,38.01884664730846,26.048465634134335,79.12067596882765,6.66174773339502,172.33867458228204,Jute
63.78726372128268,44.90109500228091,42.55257064820452,25.58339397806673,83.49741851871605,4.677099154595955,209.7076550025001,Rice
94.20547946127569,12.290638472328174,46.49710452251541,26.834459648899006,80.3488506718388,6.103248642985055,55.05611747008689,Watermelon
62.17572702956884,52.72898534312433,15.291335246797429,22.818890061806528,58.4118996411189,7.114613353639926,64.52945379115259,Maize
12.371475427701029,65.58828823583303,19.920759931024737,26.80698115137993,62.941000623004896,7.282897880582346,44.63987500995578,Lentil
105.10929119324436,84.5570064522172,52.33519445920927,27.29534424098929,78.36603874516135,6.9218953067667455,99.82292424947155,Banana
32.19996230671168,68.26107252661556,20.76124297214987,20.847515647835408,46.59469649125366,6.626969046608567,196.303524287795,Pigeonpeas
31.42620618732003,138.58726479741907,198.66159000900217,36.124577783278006,82.67588475146987,6.042404855891264,66.80863927195388,Grapes
26.772016374685453,80.6316341632171,14.890799142379516,19.31294478424436,20.69735965915935,5.887381724722309,85.99302529980635,Kidneybeans
4.576008752826543,18.747087490414085,36.64562034853897,22.742135787725417,85.03746687379564,6.895264542937888,105.9536655186362,Pomegranate
41.923085222346266,74.09431816731376,83.04701531987837,18.66248776104724,14.414948234500663,8.065323460647166,65.19343829805135,Chickpea
3.0265148967157427,78.1236939648212,16.47158791647487,19.936417891481337,69.19545096786635,7.229423207602474,50.54921268440192,Lentil
43.85952891287534,63.74395128717816,53.341944426918346,29.17371236968941,91.14324733536344,6.222401086475071,232.42654777575908,Papaya
56.72354141221941,55.86951081181278,77.47491175724265,15.992557787560962,19.08465753585736,8.866515050911094,69.06225838363696,Chickpea
67.73910849417054,55.61655973585457,44.96868591745464,26.521113948655515,75.24088922970593,7.430890504561593,181.92587022895952,Jute
16.275025608949026,30.36260895208045,26.63116148556506,28.983457981799607,90.55562593091844,5.5052977927042,204.6856185949368,Coconut
35.47122160277344,66.07209791529216,81.3289726177281,18.588462172452545,16.140178638633024,6.238510075676024,85.0121783202309,Chickpea
38.66528172401272,79.20288154111043,14.442425627283816,22.11683501454265,63.28802000664087,6.168356260441263,41.619836679018256,Lentil
13.789710790845472,139.031318132525,197.64430824791523,21.559885900233475,92.97163175555936,5.7444331612469455,121.10990216235216,Apple
30.293883737558115,64.28211434158581,20.08335854434385,34.31649911453453,61.19058692865712,6.283960220200873,67.64986905655871,Black Gram
43.71492666170202,59.34015907812908,78.4389727681766,20.882252503603706,20.157413135204965,7.566076078716578,84.26134850258244,Chickpea
29.915255026877546,64.13412084004338,20.89543672650904,34.596610061579334,60.92870509168628,4.879752858290078,68.39349977131988,Black Gram
115.40297988825591,17.605812468256577,55.60577433929107,27.39073497683819,95.05409419939242,7.626851318653484,29.14590585142903,Muskmelon
110.22013687356385,39.656919359815,25.028051430917248,22.52727079053469,77.39160542293666,6.697734187249109,74.02377082654623,Cotton
26.21858038582078,54.71491367842682,17.569087186708153,28.245687469644484,89.25393425418405,6.2287392968888975,49.0547506471645,Mungbean
108.76958829991788,23.757017714105608,30.357927298655653,24.0683787762131,55.25256211872499,6.4464041145047,147.31334409740464,Coffee
92.031933612915,19.65689842676151,55.13083256046858,24.693054544515373,86.62471879351288,6.7395312731818375,58.54216773040172,Watermelon
33.46868870736136,59.13605549158484,22.336385746936116,22.411887214305523,21.39595861087452,5.858921999932013,122.55557058223798,Kidneybeans
20.94167182879745,71.8510480932741,16.61513554361844,31.38447892570637,66.36575368108603,7.286811942639717,61.95921741764381,Black Gram
120.91279926467098,46.98611878792556,16.20610502477223,23.078950678189827,79.5727335048574,6.802153806449134,73.09482522902104,Cotton
58.28657028076714,79.27380310925457,16.386164792346943,26.665162244674168,66.56686182862705,7.32630059917798,62.45852305963999,Black Gram
6.214776137164972,140.05032404839082,204.91676415878368,18.1660527598172,82.75976018571663,6.372697298240496,70.1292740167154,Grapes
99.31909598937628,57.54311550422914,34.933454221980696,26.57138061563489,81.38814528069018,6.489160181861048,272.05505464994366,Rice
36.80653629834889,10.85073506176091,35.17491374197056,23.493518267209417,85.25106289005821,7.932475557241115,107.53002792592962,Pomegranate
21.788975966997505,25.66118781574633,37.86966778637654,23.342377047316894,85.12350906582991,6.658362822195076,110.19721115233295,Pomegranate
105.7878745543182,13.879460945492058,44.36384404124926,24.907876244230927,83.84618361829956,7.04345704425706,58.21591820551843,Watermelon
115.99774476703962,86.02124832644161,48.790100469235696,28.76366447239473,82.39780054844668,5.2810144816029485,116.81922799772111,Banana
10.71171284311514,10.56120706062699,45.57161583789335,22.92171972234028,88.78663426406727,6.413981857710743,108.43450171768764,Pomegranate
34.62334187449841,133.207720154346,201.96942057679328,16.22548376340813,79.48759926326565,5.884638946427733,74.86569439513292,Grapes
106.66130570266904,35.63268082506195,21.372823114136,25.865145141998998,75.49469411129792,6.487682655425689,62.57888522670181,Cotton
100.44044522404172,70.73193095314248,48.566707951446105,25.807389182534514,75.53089007222741,6.055481393929752,116.33172894851398,Banana
10.351424209073263,43.73958306476831,24.290397828246856,30.52749050527716,42.75233359283721,8.542635108625632,58.15548842616247,Mothbeans
14.10000216688946,74.78467259917514,25.05494497164249,24.11786380285572,57.5338305589678,6.49037730569357,118.41422481722896,Pigeonpeas
61.714870066822286,63.15340952142908,51.79900467875873,43.5534423645568,92.03337951049012,6.352932483078,110.73152993632938,Papaya
7.739373383811976,59.33368960885629,17.267050069364085,29.620519647723537,35.26767969962312,5.564071587386811,187.34223890234043,Pigeonpeas
50.02871582755428,46.161303562342006,52.711976504083694,31.147920265382865,89.22508425258269,7.217934981237861,53.38812698491015,Papaya
34.56178060716648,66.09605917205963,47.53960895332147,31.553112236640835,92.55812305507752,7.246033232993908,48.53426776246535,Papaya
4.68526963982559,58.966027648337565,22.444531397499443,29.12605600470909,48.9307742416549,8.66431334106706,42.33044918873006,Mothbeans
32.234930359163194,140.65370239799043,202.34116571944693,20.894941992559893,92.4277339309922,5.319238017144422,109.26888089145942,Apple
3.9901533898845583,36.71530257394099,22.33531740316142,27.34200148206277,85.90520759316536,6.774866715561326,44.042961645492966,Mungbean
1.590725089202303,51.28131783575416,17.61896325686157,25.868995562330504,44.91873411375984,5.613714908168649,38.833438238661785,Mothbeans
100.28093986241038,41.23777638341105,22.377776031400945,23.237917738902,84.33450504871364,7.796656768718626,93.47058476060164,Cotton
85.83604199935273,26.88398926655633,35.768506150672586,26.36732334668613,57.24038699634365,6.525501333015919,152.54386462498317,Coffee
25.8529307925064,51.26958289507506,19.1812839527159,27.85029137286997,54.39929515292796,9.719137504788572,49.86231152935692,Mothbeans
19.24742391900242,56.96510986021028,23.06979144035986,23.06993215293752,47.90155827807929,6.897312770311826,141.67769264257765,Pigeonpeas
25.67602127848583,64.8518128899986,22.89593381442336,18.013984897930396,19.201687769614992,6.235036806436593,144.0832792539704,Kidneybeans
7.279904993888592,62.610956267301454,24.347937675817185,22.81621593857534,24.359928934826318,6.087334920285653,108.07281996132974,Kidneybeans
27.37709057503048,130.0443782949396,195.3965971711537,21.603727467450877,93.9611549105547,6.397170405954321,112.39898910280756,Apple
2.239041368787044,79.42044040435235,14.979483317336392,21.127488596766117,65.84132880921472,7.607727624254608,36.80780325816097,Lentil
124.73608316055538,59.71761854871178,17.366379892002588,24.24405171482992,84.8165729984268,6.694936306952283,80.407287079905,Cotton
95.1737797478184,57.44393953099259,40.93368843320756,23.18433210279949,74.64698503000997,5.724229440650573,185.38644960929943,Jute
9.29401818178711,38.42151287238418,24.02117047672346,33.83318820831256,50.37877548409542,5.306595320591498,99.83497411394846,Mango
34.32609285563962,10.532422532050026,13.457703826510157,34.19435827219194,92.34281989881468,6.363629823050961,116.579707205643,Orange
99.96275564006817,16.44505152708973,48.58149659647996,29.34120654562145,93.88832922873618,6.975418216554792,27.12306204667234,Muskmelon
49.138728068798976,55.32232205820744,51.4100581403054,23.86904738336014,93.60641590779296,6.806018229396632,135.47003400481128,Papaya
26.01430329992643,53.76353804494511,16.496457905926796,28.506116805101357,89.4390440147372,6.771250789162985,49.4934984723173,Mungbean
96.64568364591648,74.2626419702441,45.127992888503314,26.725913902165427,78.78713697649563,5.67788653121286,113.2546517597484,Banana
118.07706775316004,90.29351293771391,47.35061306572607,28.563225521972942,80.59361667954755,5.464596575958721,117.68369903406276,Banana
123.0049131049828,50.3249703418802,15.480732816750704,23.24880429090561,75.99688544302451,6.185078478809569,69.74914639980462,Cotton
99.07542231246448,56.97482158531312,35.87085113413804,26.31828890067249,82.01828967928425,6.165217371079753,272.62069632381684,Rice
61.74100458425184,52.79737872732924,41.022688782369855,24.80242670769133,84.4127914549789,7.297631851702213,205.1349672175533,Rice
86.24334587417349,28.155443905667934,30.075701058467548,25.78910490085435,70.15028407853741,6.905125987623955,168.8030666368895,Coffee
101.4635405646418,10.30670025064721,45.98214061864461,25.262679260989223,83.3786889719517,7.310230526439922,57.79517452329554,Watermelon
28.517090264028106,64.07865832774768,17.262122239027004,29.09591546521119,68.71002882955112,7.365503547108362,65.77229885778848,Black Gram
117.78267260424386,33.23591030070946,29.718266500921985,24.633179864105852,66.708735177534,6.591448168292955,173.47609550394012,Coffee
15.929349684389845,144.9303533669944,198.94408031026143,26.88102919833968,80.68399359667863,5.604374615691166,69.4662328971199,Grapes
58.71755351978641,61.01283181953076,14.863998715448334,31.46175019758692,64.1496121607562,7.762747865229091,62.7558001101954,Black Gram
1.2064356239229794,66.60503187379098,21.310623932163622,30.254768808169505,69.20018704953034,6.542305086633479,51.19607514812554,Lentil
83.9336171214948,26.4979317750406,29.1569878241916,23.58685465466052,52.52574259042124,7.084839247070612,168.41231046043433,Coffee
86.56730748751443,31.269884202487887,35.34793440225425,27.758836188092456,59.8119304369862,6.523311631547816,190.53421375806116,Coffee
100.6096044461142,52.25100337119843,19.545052030579036,23.16820627702882,83.0005671905188,8.023761299636005,93.96627237765796,Cotton
60.179816603943344,46.13904715932393,53.87941329815542,24.22921403002802,93.3444076946342,6.3111294046220845,184.08545975475067,Papaya
36.73728757602009,77.35740572390975,17.23761128577161,36.597051911375765,32.55164915201003,5.000722521579249,191.8904128384408,Pigeonpeas
39.6120048913111,37.20327563965808,25.265380658921565,34.10192545228124,45.82173523910905,7.440701155061907,97.5407237809704,Mango
32.46624358983609,145.0890253683835,202.33636489476368,24.82474607736038,91.15919168585704,7.790554681419434,109.57954330828004,Apple
121.24977620652209,45.35936333359732,22.764684349950542,22.74747424191112,80.94546405965642,6.345661525743925,64.09406916084183,Cotton
89.46530524540749,39.31882824918204,37.55778054771312,24.26303300925359,82.29059533207536,6.26802453199191,190.8796496955797,Jute
79.95148083190661,43.561859894028,42.70129020955778,23.18242640085162,74.38317060514855,6.249354529228501,172.42970571121526,Jute
39.14800429560649,145.56490710943265,200.57110984176927,36.38971793407055,80.99388576509585,5.27584232724788,72.15582977129509,Grapes
4.811194416689203,34.48507986359393,19.54669395139813,28.76703294074302,53.13890509164257,9.436839496125092,66.1330309444032,Mothbeans
30.81146895116696,67.62676027818195,44.10639241216766,42.39096347883453,90.36313174474222,6.917575826353205,196.065026254324,Papaya
77.49642117759888,35.99355681136617,23.99925502316911,24.87562751859465,56.46026940871864,6.974920385449425,88.88151187173239,Maize
88.92982343072572,45.19098586523421,36.412880982533565,21.787525551217172,81.02938637892618,7.157037053389006,185.52273117813664,Rice
31.803110152035934,55.10764099141325,52.27091694800557,38.42242471367136,92.17382405192524,6.562500553600374,160.56230664542386,Papaya
41.81180910074384,66.63258901864938,77.26268243921608,19.088504257717855,15.904411613603305,7.32125148093029,79.29429593335729,Chickpea
13.089307255282073,19.6996653912256,39.49186804764389,19.406425782137116,86.27133189579243,5.6956177686394645,111.71511776452635,Pomegranate
3.0928352772353165,26.911171044881364,44.80506618343136,24.51428410912792,92.73445206644438,6.92987734557125,111.53754599652964,Pomegranate
32.92304086520737,75.08762179118055,21.16619397542853,33.11209566255503,69.38077627837202,6.333278797554011,61.7823126012223,Black Gram
7.515831662304126,44.59684005464513,21.891856062712638,24.69365956853421,45.1297337590257,9.940441455507669,74.61303034060535,Mothbeans
22.152990333373616,27.893028674287677,26.15985749971632,28.337335465343063,46.113345674026725,5.587942356956186,92.7188234580872,Mango
21.592599130301917,43.30505779004046,23.63336542500476,24.794126641391134,57.058387869745616,6.183669843748155,58.77382226321529,Mothbeans
28.71057275344829,67.87732296347582,19.35914678026456,35.451229468529625,61.12341615158672,6.824218538933699,71.45210547370871,Black Gram
108.10884637178738,22.688103379499605,47.2287468278117,28.24075221304776,91.7862591481241,6.210372735624946,25.16967893099051,Muskmelon
108.9946765120655,10.156164366049149,52.61076030398399,26.58699927819228,88.4391576827633,6.5724491000443255,45.91959667152751,Watermelon
17.240472440863524,28.787034619157023,12.605282316081505,33.553625913347545,92.71974910853092,6.31945947026706,116.80129764993472,Orange
118.78616077217396,88.10160098449495,51.80443702189047,28.3591784773254,83.03755251161061,5.805315226629453,99.59374133829972,Banana
32.61550376361459,58.94258279414345,21.59396853451836,21.40027871370653,21.56948962643187,7.299257825726406,122.65856876145703,Kidneybeans
21.18106279982437,30.219022130049787,31.12766365072798,35.94346683511029,51.81463258127846,6.814533307362307,90.81254891211633,Mango
54.67055571709201,59.59275414092963,14.599570793139192,32.745799915320234,68.32139710234149,7.072236595864638,64.59950306652198,Black Gram
37.25609623499982,30.371378786481944,33.68059423731363,27.94055042014498,53.17052188781619,6.39921396808714,99.51094482121876,Mango
8.87456342797541,28.80523261944797,34.314030189707736,29.397113645734542,45.85704827241649,6.189331542704586,101.25310283958248,Mango
38.19684823327913,23.52126451196416,33.03774356973035,28.19895940666377,96.94216225432046,5.515061183989322,142.7154542394867,Coconut
14.157631031280967,139.23307498387058,197.1501670123048,21.89118359387092,92.62063974090508,5.69929922877687,121.44305038852475,Apple
117.05047038094196,88.41180783251129,52.526965950083614,28.74127585843552,82.75216424911822,5.906639902182348,99.78754657665456,Banana
96.96290885120008,72.93516581108702,45.04472607570425,26.91449300717292,79.18702550826019,6.355866863555628,114.03317093135784,Banana
13.850483527670804,5.031142905893976,7.552554699024527,23.780541820517747,89.312822203448,7.386073447163839,104.0414831372352,Orange
8.680910409533203,142.97844904404047,197.10979128789643,24.04485167753396,92.2748848069021,4.68112741272317,118.06684081902034,Apple
60.55022478923451,38.19319130636006,19.718698140114835,19.03609247182939,62.43569190718788,6.241521456749736,66.29588447031357,Maize
40.52706135429669,21.695561173682343,28.74740392945333,28.189610958409663,100.64390067558372,5.728889574151602,174.63010344127625,Coconut
-0.5801508545695065,19.08807949080446,33.53518269737946,27.690527250072986,95.19732128331746,6.360024877124303,204.44171106451347,Coconut
92.52082823757368,94.71164248686487,52.20676414602597,25.431770051499623,84.00654845915034,5.509993621058797,114.6011992418772,Banana
3.7742055826642655,8.752970647926515,45.02422308261601,23.452071567495,89.90485949911313,6.495393095013712,104.42173602777746,Pomegranate
5.314799975091344,21.18527691584091,38.39495395600464,22.3385949880339,90.1066371123421,5.895941908004289,111.42800252471028,Pomegranate
87.61558766012654,5.534396662934782,46.8528285245424,25.382247883809868,87.18723317652642,6.295687813389488,40.64504590503762,Watermelon
75.97912255527353,57.67108039296142,18.400962067798574,19.73460386634423,74.39092234486644,6.166222708932452,93.80431766362896,Maize
22.56588554047671,142.86642502146452,197.34759603385484,38.58387414761769,83.00984013872524,5.915140488672277,69.14047373015234,Grapes
14.684313382160934,134.33208502153184,199.12103734404988,23.559921354100275,92.00847344181776,5.72143325607393,117.7056908837086,Apple
14.00326583892008,60.94321996370587,24.73601391037625,18.57849195737304,70.0668135398987,8.755851625898838,49.23668408488234,Lentil
12.470318908741438,19.31970643431463,31.70415965120176,26.83962910547096,53.14932916262852,5.432620474729718,92.47487234352836,Mango
86.4510255060231,39.674170330158105,33.48956087167106,25.65273662256153,52.57272126506147,7.334863642883274,136.29425269500436,Coffee
19.94141961933207,67.80286903430792,16.515655958518508,29.718141768329023,59.84367350357494,6.461753754350715,71.37922937923864,Black Gram
70.84573152330992,53.79542684685693,16.468472856347073,22.737624645907303,62.77754723218384,6.276799259853804,87.20682825833337,Maize
60.19571132192699,61.6661059563012,50.24573134483281,43.44257506440266,93.6022320307636,7.360712584067686,114.43367367181804,Papaya
90.12907642774404,44.18311746494998,38.40604342027232,24.048639610796343,84.51492330212,6.837303545474557,240.65857625873204,Rice
21.33687729646803,54.94570296612853,24.960920947313348,28.21283378788976,58.00918660049624,8.177993368524422,65.28509458082308,Mothbeans
10.86049926753973,18.31947122993338,41.70042429057357,20.93253824642652,94.65473514455432,5.916424284755956,102.4831539112351,Pomegranate
37.3757196317679,71.84626089656935,15.72764749615597,26.80685172083092,68.26173591038815,7.21540973990714,47.33084025093579,Lentil
57.59895593951758,66.43291189516067,45.0622866831222,39.45025624061347,91.36902160073926,7.206569148847306,62.24629625851257,Papaya
-0.2534669065877228,70.05975893230962,19.80242128796007,36.45813381195542,56.37388855943427,3.7935867835696895,101.10341710018209,Pigeonpeas
26.263343616290392,75.03862572987525,20.837595419004977,24.26240034731549,60.94144890856551,5.463769001881096,92.2115697977937,Pigeonpeas
10.365310463288742,70.41639708727632,23.62172649602139,21.22336468565133,22.725513175950116,5.483533356296323,140.9239344797638,Kidneybeans
91.7678616551448,35.32177784325733,40.06645050603656,21.56621875301468,80.13866559841436,7.734815551499615,200.2321276498672,Rice
15.97520653348504,8.323506653283046,7.485628973590707,22.65073350110518,90.18205197684802,6.541198326166126,116.43344146985856,Orange
120.03574529665411,59.535189673651054,14.446327331656356,23.44467274347329,83.41293587566994,7.61240266055817,65.70061502142853,Cotton
1.1060526812469451,62.38819332884562,23.47980204636257,14.846645613379303,18.483004078368143,5.481802285747248,138.77293943463744,Kidneybeans
43.40606030198794,63.537515278177416,46.78488413425564,38.67789870695762,91.70142884068424,7.433770927738297,101.30744576742076,Papaya
36.66013377976073,23.31001484121882,12.383185294146124,31.679995459621846,90.77432856308022,6.480653401907818,112.87789661205642,Orange
19.521876828533347,35.63907022009869,22.02564214057141,24.982278056471287,58.15199152433932,6.07772213945015,55.9989070613136,Mothbeans
88.64000416788437,59.33443059957928,17.37783144044076,24.76135767090484,57.68257405971124,5.396865829356613,101.27358515715925,Maize
80.79319853680039,45.17948063995856,34.611605679085464,26.76379250257736,80.11714339209509,6.119752526039466,218.91062707444087,Rice
9.2395924893209,76.63266453623908,16.35983358376521,22.142091806478653,63.20916491987822,6.659901599203455,38.55113997589459,Lentil
20.94732772532615,38.17419729532275,19.928594364533875,27.019954437835757,63.9936039755874,5.603424280404165,62.06431025806378,Mothbeans
20.54764164187737,8.41365462520879,11.928693989530226,25.221028668415997,95.31777806137814,7.445521242187949,118.17092631211928,Orange
37.134188208914296,18.228312321453583,29.217206037360416,27.696085770254943,98.94166396965927,6.460548253305342,158.1284872887435,Coconut
